                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    177,                 1.6376,                 1.1952,                  1.458,                0.67204,                0.79077,                0.76014,                0.51979,                 1.6556,                 1.7085,                 1.6665,             0.00080653,             0.00080653,             0.00080653
                    178,                 1.6242,                 1.3751,                 1.6664,                0.68327,                 0.7247,                0.75178,                0.46765,                 1.6909,                 1.5632,                 1.6917,             0.00080299,             0.00080299,             0.00080299
                    179,                 1.6377,                 1.4231,                 1.5164,                0.68327,                 0.7247,                0.75178,                0.46765,                 1.6909,                 1.5632,                 1.6917,             0.00079945,             0.00079945,             0.00079945
                    180,                 1.6939,                 1.5984,                  1.661,                0.65584,                0.73034,                0.74711,                0.46023,                  1.692,                 1.3821,                 1.6781,             0.00079592,             0.00079592,             0.00079592
                    181,                 1.6318,                 1.1773,                 1.5201,                0.65584,                0.73034,                0.74711,                0.46023,                  1.692,                 1.3821,                 1.6781,             0.00079238,             0.00079238,             0.00079238
                    182,                 1.5493,                 1.1647,                 1.4232,                0.68836,                0.74645,                0.75538,                0.50231,                 1.6542,                  1.264,                 1.6496,             0.00078884,             0.00078884,             0.00078884
                    183,                 1.5885,                 1.0894,                 1.3618,                0.68836,                0.74645,                0.75538,                0.50231,                 1.6542,                  1.264,                 1.6496,             0.00078531,             0.00078531,             0.00078531
                    184,                 1.7999,                 1.5477,                 1.7449,                0.73465,                0.77833,                0.80876,                0.53798,                 1.6325,                 1.1826,                 1.6353,             0.00078177,             0.00078177,             0.00078177
                    185,                 1.7975,                 1.3411,                  1.615,                0.73465,                0.77833,                0.80876,                0.53798,                 1.6325,                 1.1826,                 1.6353,             0.00077823,             0.00077823,             0.00077823
                    186,                   1.64,                 1.2074,                 1.5771,                0.85137,                0.77852,                 0.8675,                0.59103,                 1.5933,                 1.2164,                 1.6447,              0.0007747,              0.0007747,              0.0007747
                    187,                 1.7772,                 1.3287,                 1.7211,                0.85137,                0.77852,                 0.8675,                0.59103,                 1.5933,                 1.2164,                 1.6447,             0.00077116,             0.00077116,             0.00077116
                    188,                 1.6737,                 1.2371,                 1.5175,                0.82151,                 0.6702,                 0.9047,                 0.6041,                 1.6145,                 1.2922,                 1.6468,             0.00076762,             0.00076762,             0.00076762
                    189,                 1.5774,                 1.2128,                 1.5327,                0.82151,                 0.6702,                 0.9047,                 0.6041,                 1.6145,                 1.2922,                 1.6468,             0.00076409,             0.00076409,             0.00076409
                    190,                 1.4579,                 1.1343,                 1.3335,                 0.8869,                0.67281,                0.91511,                0.63813,                 1.5526,                  1.259,                 1.5969,             0.00076055,             0.00076055,             0.00076055
                    191,                 1.5579,                 1.2189,                 1.4866,                 0.8869,                0.67281,                0.91511,                0.63813,                 1.5526,                  1.259,                 1.5969,             0.00075701,             0.00075701,             0.00075701
                    192,                 1.4003,                  1.045,                 1.3821,                0.85523,                0.80357,                0.93034,                0.64772,                 1.5255,                  1.197,                 1.5757,             0.00075348,             0.00075348,             0.00075348
                    193,                 1.4847,                 1.1081,                 1.3587,                0.85523,                0.80357,                0.93034,                0.64772,                 1.5255,                  1.197,                 1.5757,             0.00074994,             0.00074994,             0.00074994
                    194,                 1.6913,                 1.2969,                 1.4921,                0.90314,                0.85232,                 0.9344,                0.65805,                 1.5199,                 1.1916,                 1.5902,              0.0007464,              0.0007464,              0.0007464
                    195,                 1.4817,                 1.0968,                 1.3966,                0.90314,                0.85232,                 0.9344,                0.65805,                 1.5199,                 1.1916,                 1.5902,             0.00074287,             0.00074287,             0.00074287
                    196,                 1.5094,                 1.1658,                 1.3116,                0.85578,                0.84259,                0.92324,                0.64919,                 1.5011,                 1.2403,                 1.5917,             0.00073933,             0.00073933,             0.00073933
                    197,                 1.4874,                 1.1123,                 1.4092,                0.85578,                0.84259,                0.92324,                0.64919,                 1.5011,                 1.2403,                 1.5917,             0.00073579,             0.00073579,             0.00073579
                    198,                 1.4927,                 1.0972,                 1.3298,                0.77113,                0.79545,                0.82043,                0.58198,                 1.5186,                 1.1565,                 1.5717,             0.00073226,             0.00073226,             0.00073226
                    199,                 1.5869,                  1.223,                 1.5227,                0.77113,                0.79545,                0.82043,                0.58198,                 1.5186,                 1.1565,                 1.5717,             0.00072872,             0.00072872,             0.00072872
                    200,                 1.4723,                  1.159,                 1.4768,                0.75215,                0.81818,                0.80451,                0.56007,                 1.5287,                 1.2608,                 1.5589,             0.00072518,             0.00072518,             0.00072518
                    201,                 1.5044,                 1.2638,                 1.4882,                0.75215,                0.81818,                0.80451,                0.56007,                 1.5287,                 1.2608,                 1.5589,             0.00072164,             0.00072164,             0.00072164
                    202,                  1.568,                 1.1722,                 1.4733,                  0.802,                0.70455,                 0.8245,                0.59047,                 1.4556,                 1.2902,                 1.5261,             0.00071811,             0.00071811,             0.00071811
                    203,                 1.5122,                 1.1003,                 1.4695,                  0.802,                0.70455,                 0.8245,                0.59047,                 1.4556,                 1.2902,                 1.5261,             0.00071457,             0.00071457,             0.00071457
                    204,                 1.4137,                0.96046,                 1.3168,                0.65488,                0.81583,                0.82591,                 0.6004,                 1.3858,                 1.2588,                 1.5028,             0.00071103,             0.00071103,             0.00071103
                    205,                 1.4195,                 1.0704,                 1.3823,                0.65488,                0.81583,                0.82591,                 0.6004,                 1.3858,                 1.2588,                 1.5028,              0.0007075,              0.0007075,              0.0007075
                    206,                 1.4929,                 1.1352,                 1.4722,                0.65339,                0.82926,                0.83442,                0.57419,                 1.4232,                 1.1932,                 1.5015,             0.00070396,             0.00070396,             0.00070396
                    207,                 1.5477,                 1.2404,                 1.4042,                0.65339,                0.82926,                0.83442,                0.57419,                 1.4232,                 1.1932,                 1.5015,             0.00070042,             0.00070042,             0.00070042
                    208,                 1.4618,                 1.1088,                 1.4948,                0.74115,                0.82347,                0.87062,                0.54567,                 1.5308,                 1.1984,                 1.5364,             0.00069689,             0.00069689,             0.00069689
                    209,                 1.4867,                0.99681,                 1.4039,                0.74115,                0.82347,                0.87062,                0.54567,                 1.5308,                 1.1984,                 1.5364,             0.00069335,             0.00069335,             0.00069335
                    210,                 1.4173,                 1.0171,                 1.3703,                 0.9359,                0.81587,                0.90917,                0.56835,                  1.524,                 1.1304,                 1.5255,             0.00068981,             0.00068981,             0.00068981
                    211,                 1.4222,                 1.1168,                 1.3852,                 0.9359,                0.81587,                0.90917,                0.56835,                  1.524,                 1.1304,                 1.5255,             0.00068628,             0.00068628,             0.00068628
                    212,                 1.5569,                 1.1963,                 1.4455,                0.94715,                0.86364,                0.92706,                0.59714,                 1.4969,                 1.0593,                 1.5159,             0.00068274,             0.00068274,             0.00068274
                    213,                 1.3838,                0.99164,                 1.3466,                0.94715,                0.86364,                0.92706,                0.59714,                 1.4969,                 1.0593,                 1.5159,              0.0006792,              0.0006792,              0.0006792
                    214,                 1.4816,                 1.1154,                 1.5468,                0.93137,                0.86364,                0.93154,                0.55987,                 1.5693,                 1.0522,                 1.5557,             0.00067567,             0.00067567,             0.00067567
                    215,                 1.4289,                 1.1333,                 1.3524,                0.93137,                0.86364,                0.93154,                0.55987,                 1.5693,                 1.0522,                 1.5557,             0.00067213,             0.00067213,             0.00067213
                    216,                 1.4918,                 1.1851,                 1.6234,                0.94245,                0.82516,                 0.9356,                0.52143,                 1.6655,                 1.0737,                 1.6133,             0.00066859,             0.00066859,             0.00066859
                    217,                 1.4957,                 1.1966,                 1.4565,                0.94245,                0.82516,                 0.9356,                0.52143,                 1.6655,                 1.0737,                 1.6133,             0.00066506,             0.00066506,             0.00066506
                    218,                 1.4463,                 1.3094,                 1.4131,                0.91464,                0.86364,                 0.9458,                 0.5331,                 1.6637,                  1.069,                 1.6194,             0.00066152,             0.00066152,             0.00066152
                    219,                 1.4562,                 1.1687,                 1.3907,                0.91464,                0.86364,                 0.9458,                 0.5331,                 1.6637,                  1.069,                 1.6194,             0.00065798,             0.00065798,             0.00065798
                    220,                 1.5522,                 1.2489,                 1.4715,                0.90704,                0.86364,                0.93225,                 0.5729,                 1.5706,                 1.0332,                  1.574,             0.00065445,             0.00065445,             0.00065445
                    221,                 1.3209,                 1.0401,                 1.2432,                0.90704,                0.86364,                0.93225,                 0.5729,                 1.5706,                 1.0332,                  1.574,             0.00065091,             0.00065091,             0.00065091
                    222,                 1.4868,                 1.1526,                 1.4427,                 0.9102,                0.86364,                0.93305,                  0.625,                 1.3927,                0.98742,                 1.4807,             0.00064737,             0.00064737,             0.00064737
                    223,                 1.3264,                0.98185,                 1.2609,                 0.9102,                0.86364,                0.93305,                  0.625,                 1.3927,                0.98742,                 1.4807,             0.00064384,             0.00064384,             0.00064384
                    224,                 1.3926,                 1.1133,                 1.3999,                0.87065,                0.86651,                0.93136,                0.66217,                 1.3076,                0.92745,                 1.4382,              0.0006403,              0.0006403,              0.0006403
                    225,                 1.4601,                 1.0432,                 1.3817,                0.87065,                0.86651,                0.93136,                0.66217,                 1.3076,                0.92745,                 1.4382,             0.00063676,             0.00063676,             0.00063676
                    226,                 1.3868,                0.99244,                 1.2653,                0.86094,                0.84091,                0.93216,                0.66918,                  1.304,                 1.0594,                 1.4391,             0.00063323,             0.00063323,             0.00063323
                    227,                 1.5276,                 1.0525,                 1.4119,                0.86094,                0.84091,                0.93216,                0.66918,                  1.304,                 1.0594,                 1.4391,             0.00062969,             0.00062969,             0.00062969
                    228,                 1.4324,                 1.0564,                 1.3909,                0.81138,                0.74018,                0.93273,                0.65883,                 1.2797,                 1.1729,                 1.4349,             0.00062615,             0.00062615,             0.00062615
                    229,                 1.5295,                 1.0863,                 1.5246,                0.81138,                0.74018,                0.93273,                0.65883,                 1.2797,                 1.1729,                 1.4349,             0.00062262,             0.00062262,             0.00062262
                    230,                 1.5832,                 1.1301,                 1.5083,                0.80346,                0.79116,                0.91988,                0.66832,                 1.2367,                 1.1655,                 1.4158,             0.00061908,             0.00061908,             0.00061908
                    231,                  1.471,                 1.2165,                 1.4113,                0.80346,                0.79116,                0.91988,                0.66832,                 1.2367,                 1.1655,                 1.4158,             0.00061554,             0.00061554,             0.00061554
                    232,                 1.3746,                0.96631,                 1.3175,                0.86455,                 0.8577,                0.93159,                0.67435,                 1.2523,                 1.1665,                 1.4229,               0.000612,               0.000612,               0.000612
                    233,                 1.3108,                 1.0546,                 1.3203,                0.86455,                 0.8577,                0.93159,                0.67435,                 1.2523,                 1.1665,                 1.4229,             0.00060847,             0.00060847,             0.00060847
                    234,                 1.2618,                0.88639,                 1.2739,                0.93355,                0.87759,                0.95864,                0.68593,                 1.2641,                  1.078,                 1.4146,             0.00060493,             0.00060493,             0.00060493
                    235,                  1.449,                 1.4639,                 1.4955,                0.93355,                0.87759,                0.95864,                0.68593,                 1.2641,                  1.078,                 1.4146,             0.00060139,             0.00060139,             0.00060139
                    236,                 1.4448,                 1.2692,                 1.3662,                0.94868,                0.88636,                0.96773,                0.71177,                 1.2209,                0.98276,                  1.394,             0.00059786,             0.00059786,             0.00059786
                    237,                  1.325,                 1.0896,                 1.3439,                0.94868,                0.88636,                0.96773,                0.71177,                 1.2209,                0.98276,                  1.394,             0.00059432,             0.00059432,             0.00059432
                    238,                 1.4251,                0.97843,                 1.3135,                0.97473,                0.90502,                0.98119,                0.72857,                 1.1567,                0.89454,                 1.3685,             0.00059078,             0.00059078,             0.00059078
                    239,                  1.238,                0.94103,                 1.2441,                0.97473,                0.90502,                0.98119,                0.72857,                 1.1567,                0.89454,                 1.3685,             0.00058725,             0.00058725,             0.00058725
                    240,                 1.3226,                0.89452,                 1.3449,                0.99449,                0.90909,                0.98015,                0.70845,                 1.1837,                0.91996,                 1.3782,             0.00058371,             0.00058371,             0.00058371
                    241,                  1.356,                0.99698,                 1.2799,                0.99449,                0.90909,                0.98015,                0.70845,                 1.1837,                0.91996,                 1.3782,             0.00058017,             0.00058017,             0.00058017
                    242,                 1.3281,                 0.9172,                 1.3833,                0.98947,                0.93089,                 0.9823,                0.65935,                 1.2475,                0.95388,                 1.4097,             0.00057664,             0.00057664,             0.00057664
                    243,                 1.3643,                0.99835,                 1.3356,                0.98947,                0.93089,                 0.9823,                0.65935,                 1.2475,                0.95388,                 1.4097,              0.0005731,              0.0005731,              0.0005731
                    244,                 1.3348,                0.90354,                 1.3013,                0.98422,                0.95455,                0.98194,                0.66671,                 1.2345,                0.92919,                 1.3979,             0.00056956,             0.00056956,             0.00056956
                    245,                 1.3527,                0.97592,                  1.305,                0.98422,                0.95455,                0.98194,                0.66671,                 1.2345,                0.92919,                 1.3979,             0.00056603,             0.00056603,             0.00056603
                    246,                 1.4658,                 1.0228,                 1.5348,                0.97627,                0.95455,                0.98667,                 0.6906,                 1.2102,                0.89068,                 1.3736,             0.00056249,             0.00056249,             0.00056249
                    247,                 1.3355,                0.90428,                 1.2218,                0.97627,                0.95455,                0.98667,                 0.6906,                 1.2102,                0.89068,                 1.3736,             0.00055895,             0.00055895,             0.00055895
                    248,                 1.4708,                   1.11,                 1.4807,                0.97493,                0.95181,                0.99304,                0.71972,                 1.2173,                0.85962,                  1.373,             0.00055542,             0.00055542,             0.00055542
                    249,                 1.3294,                0.97218,                 1.3422,                0.97493,                0.95181,                0.99304,                0.71972,                 1.2173,                0.85962,                  1.373,             0.00055188,             0.00055188,             0.00055188
                    250,                 1.3382,                0.94278,                 1.3321,                0.96868,                0.96614,                0.99413,                0.73663,                 1.2014,                0.84862,                 1.3751,             0.00054834,             0.00054834,             0.00054834
                    251,                 1.4567,                 1.0096,                 1.4885,                0.96868,                0.96614,                0.99413,                0.73663,                 1.2014,                0.84862,                 1.3751,             0.00054481,             0.00054481,             0.00054481
                    252,                 1.3946,                 0.9335,                 1.3603,                0.96464,                0.95592,                  0.995,                0.75723,                 1.1203,                0.84142,                 1.3481,             0.00054127,             0.00054127,             0.00054127
                    253,                 1.4633,                0.99619,                   1.44,                0.96464,                0.95592,                  0.995,                0.75723,                 1.1203,                0.84142,                 1.3481,             0.00053773,             0.00053773,             0.00053773
                    254,                 1.2613,                0.92256,                 1.3117,                0.94748,                      1,                  0.995,                0.77033,                 1.0686,                0.81601,                 1.3166,              0.0005342,              0.0005342,              0.0005342
                    255,                 1.2879,                0.87848,                 1.3344,                0.94748,                      1,                  0.995,                0.77033,                 1.0686,                0.81601,                 1.3166,             0.00053066,             0.00053066,             0.00053066
                    256,                 1.2661,                 0.9067,                 1.3125,                0.93398,                      1,                  0.995,                0.74175,                 1.0771,                  0.815,                 1.3105,             0.00052712,             0.00052712,             0.00052712
                    257,                 1.2497,                0.86088,                 1.2685,                0.93398,                      1,                  0.995,                0.74175,                 1.0771,                  0.815,                 1.3105,             0.00052359,             0.00052359,             0.00052359
                    258,                 1.2461,                0.82204,                 1.2272,                0.94758,                      1,                  0.995,                0.74108,                 1.1015,                0.78866,                 1.3041,             0.00052005,             0.00052005,             0.00052005
                    259,                 1.2955,                0.81291,                 1.2026,                0.94758,                      1,                  0.995,                0.74108,                 1.1015,                0.78866,                 1.3041,             0.00051651,             0.00051651,             0.00051651
                    260,                 1.2033,                0.84577,                 1.2095,                0.96411,                0.99437,                  0.995,                0.73616,                 1.0763,                0.77113,                 1.2832,             0.00051298,             0.00051298,             0.00051298
                    261,                 1.2101,                0.76304,                 1.2057,                0.96411,                0.99437,                  0.995,                0.73616,                 1.0763,                0.77113,                 1.2832,             0.00050944,             0.00050944,             0.00050944
                    262,                 1.1442,                0.80119,                 1.1397,                0.96589,                0.99243,                  0.995,                0.75027,                 1.0484,                0.78164,                 1.2661,              0.0005059,              0.0005059,              0.0005059
                    263,                  1.159,                 0.7627,                 1.1781,                0.96589,                0.99243,                  0.995,                0.75027,                 1.0484,                0.78164,                 1.2661,             0.00050236,             0.00050236,             0.00050236
                    264,                  1.272,                0.83982,                  1.376,                0.96442,                0.98442,                  0.995,                0.75369,                 1.0499,                0.78498,                 1.2559,             0.00049883,             0.00049883,             0.00049883
                    265,                 1.3487,                0.89895,                 1.4024,                0.96442,                0.98442,                  0.995,                0.75369,                 1.0499,                0.78498,                 1.2559,             0.00049529,             0.00049529,             0.00049529
                    266,                 1.2542,                0.82093,                 1.1898,                0.96501,                0.96637,                0.99413,                0.75231,                 1.0654,                0.78761,                 1.2521,             0.00049175,             0.00049175,             0.00049175
                    267,                 1.2587,                0.86673,                 1.1806,                0.96501,                0.96637,                0.99413,                0.75231,                 1.0654,                0.78761,                 1.2521,             0.00048822,             0.00048822,             0.00048822
                    268,                 1.2868,                0.93518,                 1.3086,                0.96208,                0.94824,                 0.9922,                0.76135,                 1.0373,                0.81278,                 1.2422,             0.00048468,             0.00048468,             0.00048468
                    269,                 1.1676,                0.79845,                 1.1099,                0.96208,                0.94824,                 0.9922,                0.76135,                 1.0373,                0.81278,                 1.2422,             0.00048114,             0.00048114,             0.00048114
                    270,                 1.1929,                0.78927,                 1.2428,                0.95749,                 0.9467,                0.99146,                0.75789,                 1.0305,                 0.8626,                 1.2474,             0.00047761,             0.00047761,             0.00047761
                    271,                 1.2144,                0.83456,                 1.2727,                0.95749,                 0.9467,                0.99146,                0.75789,                 1.0305,                 0.8626,                 1.2474,             0.00047407,             0.00047407,             0.00047407
                    272,                 1.1995,                0.84007,                 1.2211,                0.95597,                0.94528,                0.99043,                0.74687,                 1.0679,                0.86221,                 1.2647,             0.00047053,             0.00047053,             0.00047053
                    273,                 1.1443,                0.83257,                 1.2604,                0.95597,                0.94528,                0.99043,                0.74687,                 1.0679,                0.86221,                 1.2647,               0.000467,               0.000467,               0.000467
                    274,                 1.2077,                0.83898,                 1.2053,                0.95528,                0.94279,                 0.9922,                0.73483,                 1.0865,                0.85096,                 1.2709,             0.00046346,             0.00046346,             0.00046346
                    275,                 1.2416,                0.88062,                 1.3837,                0.95528,                0.94279,                 0.9922,                0.73483,                 1.0865,                0.85096,                 1.2709,             0.00045992,             0.00045992,             0.00045992
                    276,                 1.2673,                0.89129,                 1.4044,                0.93651,                0.98344,                  0.995,                0.73587,                 1.0351,                0.80259,                 1.2523,             0.00045639,             0.00045639,             0.00045639
                    277,                 1.1947,                0.85249,                  1.241,                0.93651,                0.98344,                  0.995,                0.73587,                 1.0351,                0.80259,                 1.2523,             0.00045285,             0.00045285,             0.00045285
                    278,                 1.2458,                0.84012,                 1.2307,                 0.9557,                0.98391,                  0.995,                 0.7451,                 1.0334,                0.75943,                 1.2488,             0.00044931,             0.00044931,             0.00044931
                    279,                 1.2558,                0.88416,                 1.3705,                 0.9557,                0.98391,                  0.995,                 0.7451,                 1.0334,                0.75943,                 1.2488,             0.00044578,             0.00044578,             0.00044578
                    280,                 1.3094,                0.87468,                 1.2596,                0.96453,                0.99497,                  0.995,                0.73828,                 1.0739,                0.75962,                 1.2698,             0.00044224,             0.00044224,             0.00044224
                    281,                 1.1602,                0.74436,                 1.1289,                0.96453,                0.99497,                  0.995,                0.73828,                 1.0739,                0.75962,                 1.2698,              0.0004387,              0.0004387,              0.0004387
                    282,                 1.3103,                 0.8896,                 1.4522,                0.97316,                0.97993,                  0.995,                0.73721,                 1.0455,                0.75112,                 1.2588,             0.00043517,             0.00043517,             0.00043517
                    283,                 1.2315,                0.79349,                 1.3299,                0.97316,                0.97993,                  0.995,                0.73721,                 1.0455,                0.75112,                 1.2588,             0.00043163,             0.00043163,             0.00043163
                    284,                 1.2117,                0.83531,                 1.2349,                0.96196,                0.98243,                  0.995,                0.76833,                0.99446,                0.74696,                 1.2404,             0.00042809,             0.00042809,             0.00042809
                    285,                 1.1103,                0.79684,                 1.1371,                0.96196,                0.98243,                  0.995,                0.76833,                0.99446,                0.74696,                 1.2404,             0.00042456,             0.00042456,             0.00042456
                    286,                 1.1551,                0.83435,                 1.2277,                 0.9503,                0.98531,                  0.995,                0.75196,                 1.0112,                0.78594,                 1.2435,             0.00042102,             0.00042102,             0.00042102
                    287,                 1.2137,                0.83381,                 1.3254,                 0.9503,                0.98531,                  0.995,                0.75196,                 1.0112,                0.78594,                 1.2435,             0.00041748,             0.00041748,             0.00041748
                    288,                 1.1616,                0.79044,                 1.2704,                0.93158,                0.98649,                  0.995,                0.77176,                 1.0097,                0.83189,                 1.2369,             0.00041395,             0.00041395,             0.00041395
                    289,                  1.115,                0.77239,                 1.2146,                0.93158,                0.98649,                  0.995,                0.77176,                 1.0097,                0.83189,                 1.2369,             0.00041041,             0.00041041,             0.00041041
                    290,                 1.1448,                0.84705,                 1.1758,                 0.9297,                0.98315,                  0.995,                0.76818,                 1.0254,                0.83499,                 1.2321,             0.00040687,             0.00040687,             0.00040687
                    291,                 1.1622,                0.77312,                 1.1804,                 0.9297,                0.98315,                  0.995,                0.76818,                 1.0254,                0.83499,                 1.2321,             0.00040334,             0.00040334,             0.00040334
                    292,                 1.2224,                0.80762,                 1.2697,                0.92825,                0.98807,                  0.995,                 0.7719,                0.98481,                0.80028,                 1.2116,              0.0003998,              0.0003998,              0.0003998
                    293,                 1.1567,                0.77557,                 1.1868,                0.92825,                0.98807,                  0.995,                 0.7719,                0.98481,                0.80028,                 1.2116,             0.00039626,             0.00039626,             0.00039626
                    294,                 1.1695,                0.82393,                 1.2603,                0.93035,                0.98943,                  0.995,                0.77188,                0.95752,                0.76441,                 1.2048,             0.00039272,             0.00039272,             0.00039272
                    295,                 1.1745,                0.83846,                 1.2765,                0.93035,                0.98943,                  0.995,                0.77188,                0.95752,                0.76441,                 1.2048,             0.00038919,             0.00038919,             0.00038919
                    296,                 1.1507,                0.76128,                 1.1335,                 0.9387,                0.99034,                  0.995,                0.76854,                 0.9619,                0.73732,                 1.2092,             0.00038565,             0.00038565,             0.00038565
                    297,                 1.1065,                0.73455,                 1.1638,                 0.9387,                0.99034,                  0.995,                0.76854,                 0.9619,                0.73732,                 1.2092,             0.00038211,             0.00038211,             0.00038211
                    298,                 1.2037,                0.79032,                  1.134,                0.94464,                0.99153,                  0.995,                0.77637,                0.95033,                0.71636,                 1.2018,             0.00037858,             0.00037858,             0.00037858
                    299,                  1.362,                0.99674,                  1.398,                0.94464,                0.99153,                  0.995,                0.77637,                0.95033,                0.71636,                 1.2018,             0.00037504,             0.00037504,             0.00037504
                    300,                 1.0496,                0.72272,                 1.1317,                0.96697,                0.97747,                  0.995,                0.77408,                0.98608,                0.70153,                 1.2023,              0.0003715,              0.0003715,              0.0003715
                    301,                 1.2409,                 0.8442,                 1.2677,                0.96697,                0.97747,                  0.995,                0.77408,                0.98608,                0.70153,                 1.2023,             0.00036797,             0.00036797,             0.00036797
                    302,                 1.1354,                0.78226,                  1.133,                 0.9728,                0.98121,                  0.995,                0.74334,                 1.0918,                0.70729,                 1.2438,             0.00036443,             0.00036443,             0.00036443
                    303,                 1.2773,                0.84437,                   1.28,                 0.9728,                0.98121,                  0.995,                0.74334,                 1.0918,                0.70729,                 1.2438,             0.00036089,             0.00036089,             0.00036089
                    304,                 1.1655,                0.78531,                 1.2148,                0.96857,                 0.9845,                  0.995,                 0.7291,                 1.1455,                0.71969,                 1.2699,             0.00035736,             0.00035736,             0.00035736
                    305,                 1.2557,                0.83377,                 1.3301,                0.96857,                 0.9845,                  0.995,                 0.7291,                 1.1455,                0.71969,                 1.2699,             0.00035382,             0.00035382,             0.00035382
                    306,                 1.2118,                0.82807,                 1.2186,                0.95723,                0.99108,                  0.995,                 0.7519,                 1.0796,                0.73046,                 1.2397,             0.00035028,             0.00035028,             0.00035028
                    307,                 1.1918,                0.85647,                 1.2474,                0.95723,                0.99108,                  0.995,                 0.7519,                 1.0796,                0.73046,                 1.2397,             0.00034675,             0.00034675,             0.00034675
                    308,                 1.1696,                0.80757,                 1.2282,                0.95288,                0.99071,                  0.995,                0.78091,                0.97225,                0.74799,                 1.1888,             0.00034321,             0.00034321,             0.00034321
                    309,                 1.2028,                0.77705,                 1.1806,                0.95288,                0.99071,                  0.995,                0.78091,                0.97225,                0.74799,                 1.1888,             0.00033967,             0.00033967,             0.00033967
                    310,                 1.2089,                0.79777,                 1.2211,                0.95153,                  0.991,                  0.995,                0.78597,                0.92891,                0.77022,                 1.1697,             0.00033614,             0.00033614,             0.00033614
                    311,                 1.2084,                  0.894,                 1.2883,                0.95153,                  0.991,                  0.995,                0.78597,                0.92891,                0.77022,                 1.1697,              0.0003326,              0.0003326,              0.0003326
                    312,                  1.144,                0.70864,                 1.0831,                0.95326,                 0.9909,                  0.995,                0.78167,                0.92666,                0.79324,                 1.1678,             0.00032906,             0.00032906,             0.00032906
                    313,                 1.1256,                0.81391,                 1.2154,                0.95326,                 0.9909,                  0.995,                0.78167,                0.92666,                0.79324,                 1.1678,             0.00032553,             0.00032553,             0.00032553
                    314,                 1.0858,                0.73359,                 1.1613,                0.95617,                0.99061,                  0.995,                0.78814,                0.92955,                0.79658,                   1.17,             0.00032199,             0.00032199,             0.00032199
                    315,                 1.1775,                0.80523,                 1.2913,                0.95617,                0.99061,                  0.995,                0.78814,                0.92955,                0.79658,                   1.17,             0.00031845,             0.00031845,             0.00031845
                    316,                 1.1565,                 0.8833,                 1.2573,                0.95985,                0.98765,                  0.995,                0.77336,                 0.9528,                0.81138,                 1.1804,             0.00031492,             0.00031492,             0.00031492
                    317,                 1.1963,                0.78548,                  1.173,                0.95985,                0.98765,                  0.995,                0.77336,                 0.9528,                0.81138,                 1.1804,             0.00031138,             0.00031138,             0.00031138
                    318,                 1.1812,                0.81521,                 1.3049,                0.99042,                0.96714,                  0.995,                0.77014,                0.96984,                0.78832,                 1.1873,             0.00030784,             0.00030784,             0.00030784
                    319,                 1.1264,                0.78103,                 1.2104,                0.99042,                0.96714,                  0.995,                0.77014,                0.96984,                0.78832,                 1.1873,             0.00030431,             0.00030431,             0.00030431
                    320,                 1.1167,                0.75269,                 1.1902,                  0.987,                 0.9817,                  0.995,                0.76357,                0.96938,                0.75009,                 1.1881,             0.00030077,             0.00030077,             0.00030077
                    321,                 1.2209,                0.85998,                 1.2481,                  0.987,                 0.9817,                  0.995,                0.76357,                0.96938,                0.75009,                 1.1881,             0.00029723,             0.00029723,             0.00029723
                    322,                 1.1163,                0.74156,                 1.1741,                0.99589,                0.99681,                  0.995,                0.77291,                0.94771,                0.71622,                 1.1793,              0.0002937,              0.0002937,              0.0002937
                    323,                 1.1208,                0.73887,                 1.1458,                0.99589,                0.99681,                  0.995,                0.77291,                0.94771,                0.71622,                 1.1793,             0.00029016,             0.00029016,             0.00029016
                    324,                 1.0843,                0.79763,                 1.1645,                0.99887,                0.99744,                  0.995,                0.79452,                0.91704,                0.68857,                 1.1663,             0.00028662,             0.00028662,             0.00028662
                    325,                 1.0303,                0.75245,                  1.185,                0.99887,                0.99744,                  0.995,                0.79452,                0.91704,                0.68857,                 1.1663,             0.00028308,             0.00028308,             0.00028308
                    326,                 1.0226,                0.70958,                 1.1442,                      1,                0.99619,                  0.995,                0.80502,                0.90248,                0.68581,                 1.1603,             0.00027955,             0.00027955,             0.00027955
                    327,                  1.116,                0.77643,                 1.1305,                      1,                0.99619,                  0.995,                0.80502,                0.90248,                0.68581,                 1.1603,             0.00027601,             0.00027601,             0.00027601
                    328,                 1.0272,                0.71121,                 1.1231,                0.99596,                0.98317,                  0.995,                0.79212,                0.91238,                0.68779,                 1.1597,             0.00027247,             0.00027247,             0.00027247
                    329,                 1.0816,                 0.7338,                 1.1987,                0.99596,                0.98317,                  0.995,                0.79212,                0.91238,                0.68779,                 1.1597,             0.00026894,             0.00026894,             0.00026894
                    330,                 1.1324,                0.73061,                  1.168,                0.99554,                0.96837,                  0.995,                0.79625,                0.91991,                0.69716,                 1.1573,              0.0002654,              0.0002654,              0.0002654
